,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
292,293,7352225,78,14,0,2,0,24,244,28,6,14,0
293,294,2442178,34,15,0,2,0,0,11,20,10,13,0
303,304,8433425,63,13,0,2,0,27,278,28,6,10,0
321,322,7086647,24,4,0,2,0,21,15,22,4,14,0
341,342,1670303,35,13,0,2,0,1,39,28,5,14,0
389,390,8693161,53,5,0,2,1,29,234,0,3,10,0
397,398,2653315,76,8,0,2,0,42,310,14,8,12,0
404,405,4074914,40,16,0,2,1,38,134,6,9,14,0
407,408,4788890,62,5,0,2,0,38,15,22,5,12,0
408,409,5808564,65,16,0,0,0,22,6,20,14,10,0
409,410,1509327,51,0,0,2,1,6,215,23,0,11,0
425,426,2901323,56,2,0,2,1,7,74,17,2,10,0
428,429,7667495,24,3,0,2,0,36,227,14,3,14,0
436,437,368667,48,2,0,2,0,14,193,25,2,13,0
438,439,9078403,25,18,0,2,0,35,312,0,9,12,0
443,444,2808095,24,11,0,2,0,29,207,14,6,14,0
466,467,5867167,60,14,0,2,0,30,61,4,6,12,0
482,483,4149976,35,15,0,1,0,19,174,19,10,12,0
485,486,6118570,53,14,0,2,0,49,78,27,14,13,0
487,488,3638802,76,5,0,0,1,11,5,16,5,10,0
495,496,8644938,26,11,0,2,0,2,278,28,9,10,0
514,515,6834599,69,12,0,2,0,14,137,2,12,10,0
521,522,220528,72,18,0,2,0,49,115,25,4,12,0
524,525,7840891,54,9,0,2,1,10,271,1,6,14,0
543,544,4939664,61,14,0,2,1,23,75,2,4,12,0
560,561,6298839,34,19,0,2,1,36,56,11,5,13,0
590,591,3372296,26,10,0,2,0,32,126,13,10,12,0
592,593,5663627,29,0,0,2,1,8,107,13,0,14,0
609,610,1097615,59,15,0,2,0,48,316,7,5,14,0
616,617,893955,28,8,0,2,0,26,29,28,3,14,0
659,660,3159546,75,5,0,2,0,31,148,5,3,13,0
666,667,3283513,25,17,0,1,0,2,269,13,4,13,0
673,674,9533689,61,6,0,2,0,22,224,28,4,13,0
679,680,9099029,64,9,0,2,1,7,64,25,7,10,0
682,683,6389669,33,13,0,2,0,7,34,25,11,11,0
692,693,8744579,34,3,0,2,1,50,60,20,3,12,0
699,700,7767858,29,0,0,2,0,37,316,7,0,10,0
703,704,4477660,30,0,0,2,1,30,255,25,0,14,0
705,706,5101498,55,0,0,2,0,4,222,22,0,14,0
709,710,4758365,66,8,0,2,0,43,60,20,8,11,0
721,722,7673823,63,15,0,2,0,3,128,20,11,14,0
722,723,1832053,63,14,0,2,1,42,211,14,7,14,0
724,725,9855166,72,5,0,2,1,19,56,11,5,13,0
728,729,4593497,33,15,0,2,0,6,36,2,8,14,0
745,746,9420845,27,3,0,2,0,8,239,11,3,13,0
751,752,7002478,38,20,0,2,0,42,258,17,5,13,0
757,758,7310808,41,15,0,2,0,24,209,5,3,14,0
758,759,1442794,35,20,0,2,0,34,114,28,10,10,0
760,761,6875625,77,7,0,2,0,46,227,14,7,11,0
777,778,2979441,44,7,0,2,1,5,185,25,7,12,0
778,779,3890846,58,16,0,2,1,38,109,0,4,11,0
799,800,7235849,46,4,0,2,0,30,154,23,4,11,0
833,834,7074289,37,1,0,2,0,26,21,0,1,12,0
835,836,8631895,27,12,0,2,0,42,102,10,7,14,0
853,854,7429005,69,2,0,2,0,13,97,6,2,13,0
857,858,8025541,53,9,0,2,0,9,101,25,7,14,0
858,859,215207,32,7,0,2,0,30,273,13,7,13,0
876,877,6165156,28,7,0,1,0,8,94,25,7,13,0
879,880,2442625,67,9,0,2,1,24,109,0,7,12,0
882,883,2579337,41,6,0,2,0,8,256,2,6,12,0
887,888,4157390,34,17,0,2,0,44,272,28,12,13,0
903,904,2615615,44,13,0,2,0,50,21,0,4,12,0
911,912,4784462,60,19,0,2,1,20,88,4,9,14,0
913,914,2363748,36,13,0,2,0,45,50,13,7,10,0
917,918,9339198,67,14,0,2,1,28,108,0,11,14,0
925,926,8623683,29,13,0,2,0,4,43,5,5,14,0
945,946,5507871,72,5,0,2,1,18,168,28,5,10,0
969,970,7808637,65,13,0,2,0,15,259,25,7,10,0
971,972,4136252,79,12,0,2,1,22,301,11,12,14,0
972,973,3777592,76,12,0,2,1,20,165,20,4,10,0
975,976,991107,34,14,0,2,1,18,256,2,7,10,0
980,981,6064204,62,14,0,2,0,30,290,14,10,10,0
990,991,9676479,48,17,0,2,0,1,257,22,14,14,0
999,1000,5472585,63,17,0,2,0,14,245,23,6,11,0
1000,1001,8367934,39,0,0,0,0,12,225,7,0,12,0
1004,1005,9374682,54,1,0,2,0,24,179,23,1,12,0
1010,1011,7715562,55,6,0,2,0,18,141,6,6,10,0
1012,1013,1577761,22,16,0,2,0,29,47,4,7,12,0
1024,1025,2522353,71,17,0,2,0,28,57,28,13,11,0
1047,1048,9079013,31,6,0,2,0,1,181,28,6,10,0
1064,1065,2167931,58,13,0,2,0,42,91,22,9,11,0
1075,1076,532746,78,18,0,2,1,36,116,27,10,12,0
1081,1082,7830578,43,15,0,2,0,50,226,14,6,10,0
1092,1093,1500447,75,13,0,2,0,4,136,25,13,12,0
1093,1094,9224297,69,19,0,1,1,18,27,25,11,14,0
1110,1111,1509614,25,0,0,2,1,24,312,0,0,13,0
1116,1117,9314999,51,20,0,2,0,2,234,0,7,10,0
1135,1136,1161702,28,4,0,2,0,31,98,6,4,14,0
1138,1139,1659351,37,12,0,2,1,29,2,25,12,11,0
1140,1141,3905134,74,3,0,2,0,1,309,25,3,13,0
1145,1146,4461235,70,10,0,2,0,7,268,11,10,12,0
1147,1148,9806896,53,0,0,2,0,14,189,6,0,11,0
1156,1157,181844,33,6,0,2,0,13,278,28,6,11,0
1165,1166,5439814,66,12,0,2,0,50,249,13,12,13,0
1167,1168,4659517,76,2,0,2,0,3,298,0,2,12,0
1189,1190,1117607,53,13,0,2,1,33,67,3,6,10,0
1197,1198,1818095,30,1,0,2,0,27,18,25,1,11,0
1198,1199,4707757,66,4,0,2,0,4,134,6,4,11,0
1212,1213,6616521,58,18,0,2,0,48,169,22,3,14,0
1224,1225,5763958,63,7,0,2,0,9,14,14,7,12,0
1228,1229,2915711,53,7,0,2,0,47,18,25,7,14,0
1229,1230,3835379,71,8,0,2,0,8,4,14,8,12,0
1231,1232,5023725,67,9,0,2,0,3,123,23,9,11,0
1237,1238,4881021,76,18,0,2,0,18,0,0,9,13,0
1240,1241,6558967,41,10,0,2,0,12,63,1,10,12,0
1245,1246,8749318,21,15,0,2,1,36,102,10,4,14,0
1271,1272,1742621,75,17,0,2,1,14,169,22,3,12,0
1282,1283,6894008,66,3,0,2,0,10,5,16,3,12,0
1296,1297,831067,48,2,0,2,0,16,250,17,2,11,0
1344,1345,9390849,25,10,0,2,1,27,157,25,10,13,0
1347,1348,3289057,78,14,0,2,1,49,65,13,13,12,0
1348,1349,6868153,27,5,0,1,1,49,297,22,5,12,0
1349,1350,8225744,43,0,0,2,1,48,61,4,0,11,0
1355,1356,7475446,60,13,0,2,0,24,67,3,5,14,0
1360,1361,2882498,34,0,0,2,0,9,95,25,0,13,0
1366,1367,5769906,48,5,0,2,0,24,142,0,4,11,0
1367,1368,6814840,53,13,0,2,0,3,52,7,3,11,0
1379,1380,5618559,59,9,0,2,0,38,55,14,9,10,0
1398,1399,2277963,33,10,0,2,1,19,39,28,10,11,0
1403,1404,8716053,51,11,0,2,1,40,286,0,4,10,0
1409,1410,2087379,33,17,0,2,1,13,62,10,4,10,0
1419,1420,6701205,71,13,0,2,0,44,271,1,5,13,0
1425,1426,59539,51,3,0,0,0,6,177,28,3,12,0
1441,1442,9768901,74,15,0,2,0,12,105,0,3,11,0
1445,1446,7037934,53,17,0,2,0,41,32,28,7,12,0
1466,1467,4128579,52,15,0,2,0,47,191,23,13,13,0
1470,1471,9409703,53,16,0,2,0,16,69,2,14,12,0
1477,1478,7363274,70,9,0,2,0,19,266,25,5,14,0
1478,1479,5910135,71,2,0,2,1,39,36,2,2,11,0
1482,1483,4732134,67,19,0,2,0,33,156,28,6,11,0
1487,1488,7667206,74,17,0,2,0,45,275,2,9,12,0
1520,1521,2431771,24,10,0,2,0,10,199,25,10,12,0
1540,1541,44231,54,13,0,2,0,9,298,0,4,12,0
1542,1543,949253,59,6,0,2,0,20,268,11,6,10,0
1545,1546,9297026,56,17,0,2,0,46,76,2,4,12,0
1553,1554,3806203,45,10,0,2,1,38,249,13,10,13,0
1555,1556,673616,30,20,0,2,1,23,217,28,7,10,0
1557,1558,8515666,62,13,0,2,0,37,108,0,7,11,0
1569,1570,630763,36,17,0,2,0,28,115,25,13,13,0
1585,1586,380430,23,1,0,2,0,39,283,6,1,11,0
1593,1594,9518187,69,9,0,2,0,45,221,20,3,11,0
1616,1617,672968,68,18,0,2,0,49,137,2,5,12,0
1630,1631,1337006,40,20,0,2,0,23,44,20,10,10,0
1635,1636,4353927,73,17,0,2,0,35,119,11,4,12,0
1638,1639,603307,46,12,0,2,1,41,63,1,12,10,0
1652,1653,4461241,71,6,0,2,0,0,120,22,6,14,0
1656,1657,9840980,67,20,0,0,0,22,206,28,10,11,0
1658,1659,1955543,22,6,0,2,1,38,163,12,6,14,0
1665,1666,2375695,31,17,0,2,1,50,139,20,10,12,0
1667,1668,5127014,76,0,0,2,0,33,305,14,0,13,0
1672,1673,412310,54,3,0,2,0,32,155,13,3,12,0
1676,1677,4774357,48,12,0,2,0,34,311,22,12,14,0
1677,1678,7532651,49,15,0,2,0,12,144,14,9,12,0
1695,1696,5294937,53,8,0,2,0,33,37,11,8,12,0
1699,1700,3915230,40,16,0,2,1,13,310,14,11,14,0
1707,1708,1896404,66,17,0,2,1,18,77,11,13,14,0
1720,1721,5846474,49,9,0,2,1,42,208,0,6,14,0
1748,1749,9655703,61,6,0,2,1,23,1,24,6,11,0
1752,1753,1888040,43,2,0,2,0,35,300,22,2,13,0
1782,1783,3577693,46,4,0,2,0,47,277,7,4,14,0
1792,1793,9400073,68,1,0,2,1,38,50,13,1,11,0
1844,1845,7581703,40,9,0,2,0,36,82,13,9,13,0
1865,1866,9139229,43,9,0,2,0,35,104,25,9,13,0
1885,1886,813741,79,13,0,2,0,30,314,0,12,12,0
1916,1917,208537,33,6,0,2,0,0,313,0,6,12,0
1920,1921,1026262,79,12,0,1,1,37,102,10,12,10,0
1926,1927,1950787,53,12,0,2,0,47,117,10,7,12,0
1946,1947,2304127,29,5,0,2,0,20,203,1,5,13,0
1956,1957,3766437,24,11,0,0,0,12,209,5,10,10,0
1979,1980,7600309,48,3,0,2,1,15,296,22,3,12,0
1984,1985,7979699,47,15,0,2,1,14,150,7,10,13,0
1985,1986,6683083,69,1,0,2,0,40,237,2,1,12,0
2000,2001,5539169,30,6,0,2,0,12,313,0,6,13,0
2005,2006,6437103,56,3,0,2,0,45,145,28,3,12,0
2048,2049,5899823,46,8,0,2,0,2,93,7,8,13,0
2050,2051,3125755,75,8,0,2,0,48,307,25,8,12,0
2054,2055,2361934,78,0,0,2,1,0,220,18,0,12,0
2071,2072,4281870,53,1,0,2,0,5,52,7,1,12,0
2081,2082,2591229,68,11,0,2,0,17,65,13,11,12,0
2107,2108,9700346,74,4,0,2,1,7,213,0,4,11,0
2108,2109,4806237,79,10,0,2,0,48,10,26,4,11,0
2118,2119,6913078,38,14,0,2,0,5,274,7,3,14,0
2126,2127,5403583,44,14,0,2,1,26,212,14,8,12,0
2137,2138,9842635,60,7,0,1,1,39,181,28,7,11,0
2155,2156,4854861,77,1,0,2,0,18,132,2,1,13,0
2171,2172,8139107,35,17,0,2,1,49,71,28,12,10,0
2174,2175,6649334,59,12,0,2,0,22,284,6,11,11,0
2180,2181,2559385,74,14,0,2,1,9,171,14,9,12,0
2181,2182,8666033,52,1,0,2,0,39,306,28,1,12,0
2182,2183,4902965,32,7,0,2,0,12,204,22,7,11,0
2187,2188,9243110,47,3,0,2,0,18,301,11,3,11,0
2229,2230,4445518,34,16,0,1,0,46,170,0,8,12,0
2233,2234,2386002,24,10,0,2,1,36,296,22,6,12,0
2234,2235,4745314,61,18,0,2,0,14,252,7,4,14,0
2236,2237,4647997,42,18,0,2,0,32,74,17,5,12,0
2262,2263,5951430,55,10,0,2,0,49,77,11,10,10,0
2270,2271,7059372,43,4,0,1,0,32,309,25,4,13,0
2275,2276,5085906,33,18,0,2,0,20,33,28,10,12,0
2276,2277,4829059,59,17,0,2,0,26,230,19,11,13,0
2282,2283,9991569,45,1,0,2,0,35,250,17,1,10,0
2283,2284,3888767,54,14,0,2,0,16,59,11,13,14,0
2288,2289,3239333,46,20,0,2,1,27,103,28,6,10,0
2298,2299,4737242,29,5,0,2,0,16,105,0,5,13,0
2310,2311,4039406,64,15,0,2,0,10,175,0,5,10,0
2318,2319,2240230,31,3,0,2,0,46,52,7,3,12,0
2321,2322,7204122,73,14,0,2,1,3,158,5,14,11,0
2324,2325,9601652,60,4,0,2,0,5,286,0,4,11,0
2335,2336,9749077,75,3,0,2,0,23,32,28,3,14,0
2342,2343,7500815,31,18,0,2,1,20,262,14,14,11,0
2353,2354,5545217,52,12,0,2,0,22,232,14,9,13,0
2363,2364,4819023,50,18,0,2,0,29,88,4,12,10,0
2365,2366,8982743,34,15,0,1,1,30,294,12,8,11,0
2370,2371,4862321,65,16,0,2,1,45,207,14,9,11,0
2372,2373,8199311,66,3,0,2,1,23,9,25,3,13,0
2392,2393,2248392,46,20,0,2,1,37,173,25,13,13,0
2395,2396,2809982,78,5,0,2,1,49,107,13,3,12,0
2405,2406,8024706,66,17,0,2,0,20,204,22,12,10,0
2408,2409,1165856,47,19,0,2,1,44,168,28,7,10,0
2411,2412,2421932,31,9,0,2,1,46,284,6,9,12,0
2430,2431,8681228,48,14,0,2,0,47,139,20,9,14,0
2441,2442,1467935,28,8,0,2,0,5,14,14,8,13,0
2470,2471,4485310,49,7,0,2,0,32,272,28,7,14,0
2479,2480,226480,53,11,0,2,0,5,75,2,8,10,0
2483,2484,3139818,57,20,0,2,0,0,207,14,3,10,0
2496,2497,1591909,71,17,0,2,0,10,28,25,4,12,0
2512,2513,5239354,69,1,0,2,0,19,143,0,1,11,0
2514,2515,1281153,71,0,0,2,0,18,42,2,0,11,0
2517,2518,7171033,68,19,0,2,0,14,129,19,4,10,0
2518,2519,4145551,46,15,0,2,0,44,9,25,11,13,0
2526,2527,9376698,53,2,0,2,0,43,156,28,2,14,0
2532,2533,6108808,76,16,0,2,0,13,225,7,3,12,0
2536,2537,6563391,42,9,0,2,0,33,93,7,9,12,0
2555,2556,5003310,25,1,0,1,0,32,77,11,1,13,0
2561,2562,8801912,33,16,0,2,0,25,110,7,9,14,0
2568,2569,2389509,61,15,0,2,0,47,290,14,10,10,0
2584,2585,6885928,79,15,0,2,0,0,177,28,13,13,0
2586,2587,3264559,29,14,0,2,0,44,57,28,4,10,0
2587,2588,8806392,61,5,0,2,0,43,102,10,5,13,0
2606,2607,8396271,24,14,0,2,1,0,171,14,14,13,0
2612,2613,8700927,41,0,0,2,0,49,170,0,0,10,0
2616,2617,452661,51,17,0,2,0,13,94,25,14,10,0
2631,2632,9992133,40,14,0,2,0,1,20,0,3,13,0
2632,2633,8813566,38,20,0,2,0,26,250,17,6,12,0
2638,2639,4868070,51,17,0,2,0,46,308,6,6,13,0
2643,2644,7662947,46,17,0,2,1,34,276,14,3,10,0
2645,2646,1273453,61,12,0,2,0,47,154,23,3,11,0
2651,2652,1341380,70,17,0,2,0,27,294,12,3,13,0
2652,2653,9017508,40,17,0,2,1,36,16,14,6,13,0
2676,2677,4351817,31,3,0,2,0,28,286,0,3,11,0
2678,2679,2211161,46,6,0,2,1,39,90,0,6,11,0
2687,2688,9673547,47,6,0,2,0,14,77,11,4,12,0
2688,2689,1175014,72,7,0,2,0,48,157,25,7,14,0
2701,2702,5626095,71,14,0,2,0,0,160,12,5,10,0
2711,2712,7642419,39,12,0,2,0,36,1,24,12,10,0
2714,2715,4631897,73,4,0,2,1,42,240,28,4,14,0
2718,2719,3231341,47,6,0,2,0,41,160,12,6,14,0
2722,2723,5975878,56,17,0,2,0,23,151,2,6,11,0
2728,2729,2309585,31,7,0,2,0,46,192,25,7,10,0
2733,2734,333219,63,1,0,2,0,50,23,28,1,12,0
2735,2736,9071461,63,18,0,2,1,34,262,14,8,13,0
2745,2746,4620331,77,17,0,2,0,40,176,0,12,12,0
2752,2753,996901,68,9,0,2,0,12,268,11,6,13,0
2758,2759,1784853,64,20,0,2,1,18,43,5,5,14,0
2760,2761,5360758,50,15,0,2,1,0,109,0,6,11,0
2763,2764,66912,27,10,0,2,0,43,129,19,10,14,0
2775,2776,4275801,78,8,0,2,1,13,17,19,3,11,0
2799,2800,439745,66,4,0,2,0,30,178,22,4,12,0
2810,2811,8906336,69,18,0,2,1,33,60,20,13,11,0
2830,2831,7834876,26,9,0,2,0,48,271,1,9,14,0
2839,2840,7283454,74,5,0,2,0,47,175,0,5,11,0
2844,2845,8293745,60,12,0,2,0,18,85,14,12,10,0
2845,2846,3854933,59,10,0,2,1,38,119,11,5,11,0
2865,2866,7790773,40,10,0,2,1,43,27,25,9,12,0
2868,2869,7192065,61,11,0,2,0,17,208,0,11,14,0
2872,2873,2549997,51,15,0,2,0,44,93,7,13,14,0
2884,2885,2449147,42,3,0,2,0,45,22,2,3,12,0
2894,2895,519314,35,19,0,2,0,19,114,28,5,11,0
2907,2908,3114473,49,16,0,2,1,46,151,2,10,11,0
2912,2913,1776630,67,5,0,2,0,50,303,11,5,12,0
2926,2927,5850867,30,1,0,2,1,15,179,23,1,10,0
2931,2932,6551671,23,20,0,2,0,7,311,22,8,12,0
2935,2936,4313468,35,10,0,2,0,1,153,0,6,11,0
2939,2940,1297490,77,10,0,2,0,27,266,25,7,14,0
2944,2945,1647748,78,6,0,2,1,20,292,12,6,12,0
2947,2948,5384499,44,2,0,1,1,31,285,23,2,13,0
2961,2962,7046794,23,7,0,2,0,18,189,6,6,13,0
2964,2965,9627469,48,17,0,2,0,19,11,20,6,14,0
2965,2966,8701440,27,15,0,2,0,13,44,20,5,13,0
2973,2974,4104566,73,11,0,2,1,9,306,28,11,11,0
2980,2981,1151169,78,14,0,2,1,28,276,14,13,14,0
2994,2995,5462549,50,4,0,2,0,34,58,2,4,14,0
3005,3006,8913238,72,14,0,2,0,3,140,1,5,12,0
3020,3021,6487755,78,12,0,1,0,15,101,25,6,11,0
3026,3027,7784617,53,7,0,2,0,6,242,0,6,13,0
3029,3030,7861265,23,18,0,2,0,13,176,0,13,12,0
3032,3033,3214610,65,19,0,2,0,47,117,10,4,12,0
3048,3049,6608769,74,8,0,2,1,28,272,28,3,13,0
3055,3056,3651865,76,0,0,2,0,10,0,0,0,11,0
3081,3082,4552514,32,10,0,2,1,34,307,25,10,11,0
3092,3093,6598797,60,18,0,2,0,13,98,6,4,11,0
3097,3098,5856930,36,19,0,2,1,33,191,23,11,10,0
3147,3148,7631011,39,19,0,2,0,39,135,10,12,10,0
3148,3149,3580985,53,13,0,2,0,8,66,2,13,14,0
3181,3182,8158874,39,10,0,2,0,9,126,13,5,14,0
3197,3198,2113388,51,17,0,2,0,41,49,0,13,14,0
3203,3204,7360578,26,6,0,2,1,41,93,7,6,10,0
3226,3227,8683216,21,0,0,2,0,7,193,25,0,12,0
3229,3230,6866088,68,19,0,2,1,50,124,14,10,13,0
3308,3309,4236914,47,15,0,2,1,21,31,28,10,11,0
3321,3322,3023559,65,16,0,2,1,40,234,0,8,10,0
3322,3323,2535189,74,6,0,2,0,1,232,14,3,12,0
3323,3324,5273020,29,1,0,2,0,20,219,25,1,14,0
3325,3326,6641767,35,1,0,2,0,45,268,11,1,10,0
3327,3328,7479878,55,8,0,2,0,1,10,26,8,14,0
3332,3333,4298524,38,6,0,2,1,46,72,0,4,10,0
3333,3334,6302308,35,19,0,2,0,12,291,22,12,10,0
3334,3335,2833907,61,11,0,2,0,31,149,23,6,12,0
3346,3347,1839079,43,11,0,2,0,5,54,17,10,11,0
3350,3351,6859181,37,6,0,2,0,9,89,28,3,14,0
3353,3354,380853,71,16,0,2,0,23,7,14,6,10,0
3370,3371,2090531,71,7,0,2,0,34,9,25,3,12,0
3371,3372,1694660,68,19,0,2,1,27,262,14,4,11,0
3390,3391,3049594,40,17,0,2,1,0,38,11,7,11,0
3402,3403,6973577,43,15,0,2,1,23,60,20,5,11,0
3403,3404,7932088,41,20,0,2,0,49,15,22,5,11,0
3409,3410,7151565,58,13,0,2,0,4,120,22,13,12,0
3420,3421,9604465,45,12,0,2,1,18,267,8,6,12,0
3427,3428,7552384,33,17,0,2,0,13,157,25,4,12,0
3429,3430,7961910,45,19,0,2,0,41,298,0,14,13,0
3453,3454,3959820,78,9,0,2,0,10,76,2,9,10,0
3471,3472,4811867,41,18,0,2,0,11,37,11,10,10,0
3481,3482,9310823,78,4,0,2,0,47,218,0,3,12,0
3487,3488,3301023,33,16,0,2,0,38,223,7,4,11,0
3503,3504,2620497,39,6,0,0,0,23,153,0,4,12,0
3521,3522,3390492,54,13,0,2,0,35,45,28,10,14,0
3527,3528,1927409,73,15,0,2,0,11,21,0,4,12,0
3529,3530,265958,21,2,0,2,0,2,86,1,2,13,0
3536,3537,5185337,50,2,0,2,0,40,270,20,2,14,0
3573,3574,139518,22,14,0,2,0,38,310,14,14,14,0
3585,3586,9731079,70,1,0,2,0,26,244,28,1,13,0
3613,3614,5505572,45,1,0,2,1,25,9,25,1,12,0
3614,3615,8553248,74,0,0,2,1,44,48,20,0,14,0
3616,3617,4638141,59,18,0,2,0,8,27,25,3,12,0
3679,3680,9620139,48,15,0,0,1,36,146,25,14,13,0
3680,3681,96682,52,16,0,2,0,36,189,6,11,12,0
3688,3689,3178951,36,7,0,2,1,15,8,12,7,11,0
3702,3703,9737452,41,1,0,2,0,27,1,24,1,12,0
3707,3708,6066397,48,13,0,2,0,25,312,0,13,12,0
3713,3714,2846676,23,12,0,2,0,31,305,14,12,13,0
3720,3721,6735205,26,17,0,2,0,46,297,22,5,13,0
3721,3722,9985964,28,8,0,2,0,40,166,12,8,13,0
3724,3725,3972267,27,10,0,2,0,2,96,25,7,11,0
3733,3734,1549898,40,3,0,0,1,42,109,0,3,11,0
3735,3736,8406226,62,19,0,2,0,29,40,17,7,13,0
3753,3754,9557082,70,0,0,2,1,23,44,20,0,13,0
3756,3757,817450,32,15,0,2,0,27,106,11,4,12,0
3758,3759,6552503,21,15,0,2,1,17,34,25,3,11,0
3766,3767,1737580,39,0,0,2,0,25,135,10,0,13,0
3778,3779,8475172,57,12,0,2,1,33,286,0,3,11,0
3784,3785,2518343,53,19,0,2,1,18,293,22,13,12,0
3785,3786,5136629,76,6,0,2,0,4,173,25,6,13,0
3792,3793,2603139,33,3,0,2,0,10,5,16,3,11,0
3802,3803,4910728,44,3,0,2,0,41,187,10,3,12,0
3821,3822,7171645,31,10,0,2,0,22,180,28,5,14,0
3822,3823,2731553,56,14,0,1,0,2,111,1,3,12,0
3823,3824,6134910,60,6,0,2,1,26,156,28,3,11,0
3837,3838,757592,23,5,0,2,0,15,79,2,3,10,0
3852,3853,2936423,69,11,0,2,1,7,27,25,6,13,0
3863,3864,8840108,49,10,0,2,0,50,200,2,6,13,0
3871,3872,9760650,79,16,0,2,1,6,102,10,4,12,0
3876,3877,5860796,42,15,0,2,1,5,69,2,5,14,0
3877,3878,282422,28,16,0,2,1,47,305,14,6,13,0
3909,3910,9514006,75,9,0,2,0,33,255,25,9,11,0
3913,3914,3466926,54,18,0,0,0,48,19,6,7,12,0
3930,3931,1359452,59,5,0,2,0,23,165,20,5,14,0
3957,3958,499939,25,17,0,2,1,8,34,25,9,14,0
3970,3971,752748,73,8,0,2,0,27,235,22,8,13,0
3974,3975,5687470,29,13,0,2,1,10,157,25,13,14,0
4011,4012,235563,48,5,0,2,0,25,151,2,5,11,0
4012,4013,7366947,50,10,0,2,1,22,286,0,10,13,0
4033,4034,3521091,54,5,0,2,0,33,142,0,5,14,0
4053,4054,1633168,42,14,0,2,0,39,103,28,6,11,0
4055,4056,5462646,42,18,0,2,0,39,259,25,11,11,0
4056,4057,8503714,38,2,0,2,0,17,226,14,2,10,0
4059,4060,4069278,28,14,0,2,0,25,45,28,13,10,0
4095,4096,5351331,78,1,0,2,1,33,77,11,1,14,0
4118,4119,6789928,45,3,0,2,0,28,307,25,3,13,0
4136,4137,8752516,33,2,0,1,0,2,291,22,2,10,0
4168,4169,9884599,74,15,0,2,0,30,126,13,4,11,0
4169,4170,6619894,44,16,0,2,1,39,92,25,6,14,0
4172,4173,5921974,25,3,0,2,0,50,194,6,3,11,0
4175,4176,4936411,69,8,0,2,1,17,131,14,3,13,0
4195,4196,7023630,22,10,0,2,0,31,79,2,4,11,0
4196,4197,6672263,75,8,0,2,1,3,215,23,8,13,0
4203,4204,7468729,50,9,0,2,1,40,294,12,5,10,0
4212,4213,5214871,29,19,0,2,0,41,149,23,13,12,0
4215,4216,6917119,44,20,0,2,1,37,278,28,8,11,0
4229,4230,2276484,31,19,0,2,1,29,83,10,7,14,0
4231,4232,4039148,54,12,0,2,0,32,293,22,6,14,0
4243,4244,2088495,59,20,0,2,0,26,143,0,11,13,0
4258,4259,8909885,22,3,0,2,1,14,76,2,3,11,0
4264,4265,1503033,72,19,0,2,0,43,101,25,3,12,0
4274,4275,6830726,29,20,0,2,1,42,243,6,3,14,0
